řádek	od	komu	datetime	zpráva	text	
0000175	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	СВИДЕТЕЛЬСТВО 10 – ОБЩИЕ ЧЕРТЫ: МАРИЯ И ТЕСЛА Оба былит ридом . Оба были вегетарианцами a любили животных. Оба получали технические данные от инопланетян. Оба находились под наблюдением спецслужб. Оба не исповедовали религию. Оба не признавали украшений. Ни у одного из них не было детей a постоянных отношений. Мария жила в двухкомнатной квартире в Берлине/Мюнхене, Тесла – в двухкомнатныртам апхкомнатныртамапхене Нью-Йорке. У обоих были похищены записи – у Марии СС и Люфтваффе, у Теслы – Эдисонорм, нионФисонорм Оба не умели обращаться с деньгами. Оба предсказали поражение Германии войне в 1945 году. За обоими активно охотилось сталинское НКВД. Оба изучали древние языки – Тесла санскрит, Мария шумерско-аккадский. Мария приблизительно с 1919/1920 года работала над летательными аппаратами; Тесла в 1928 году получил идею первого самолёта с вертикальным взлётом. Оба были друзьями маршала Тито.	[175 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] СВИДЕТЕЛЬСТВО 10 – ОБЩИЕ ЧЕРТЫ: МАРИЯ И ТЕСЛА Оба былит ридом . Оба были вегетарианцами a любили животных. Оба получали технические данные от инопланетян. Оба находились под наблюдением спецслужб. Оба не исповедовали религию. Оба не признавали украшений. Ни у одного из них не было детей a постоянных отношений. Мария жила в двухкомнатной квартире в Берлине/Мюнхене, Тесла – в двухкомнатныртам апхкомнатныртамапхене Нью-Йорке. У обоих были похищены записи – у Марии СС и Люфтваффе, у Теслы – Эдисонорм, нионФисонорм Оба не умели обращаться с деньгами. Оба предсказали поражение Германии войне в 1945 году. За обоими активно охотилось сталинское НКВД. Оба изучали древние языки – Тесла санскрит, Мария шумерско-аккадский. Мария приблизительно с 1919/1920 года работала над летательными аппаратами; Тесла в 1928 году получил идею первого самолёта с вертикальным взлётом. Оба были друзьями маршала Тито.
0000176	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	СВИДЕТЕЛЬСТВО 11 – ИНЦИДЕНТЫ У ЯДЕРНЫХ ОБЪЕКТОВ Появлениер ныдовление м. объектами фиксируется с 40-х годов. В 1950 году наблюдалось заметное появление над Оук-Риджем, Теннесси. Капитан Роберт Салас служил в ремарте 1967 боеголовок деактивировались, пока над шахтой парил светящийся овальный объект. Аналогичный инцидент произошёл на базе Эхо в 1967 году, где было вывезенотро. Майор Гэйлан У. Кинг сообщает, что дискообразный объект выпустил красноватый луч в центр обиъевгту. 6. září 1968 года, база Майнот, Северная Дакота: ракета была вооружена боеголовевевевейоловевевевевейоловевевеве режим готовности к пуску. 23. října 2010 года база Уоррен в Вайоминге потеряла контроль над 50 ядеслернем обнаружения НЛО. В России на космодроме в Плесецке Архангельской области: 5. září 1992 гонваря 1992 Корниев и Василий Зайцев сфотографировали два дискообразных объекта над ракетенынм 21. dubna 1992 года над атомной электростанцией Яловске Богунице в Словакиа обохраце в Словакиа охохракиа объекте диамет	[176 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] СВИДЕТЕЛЬСТВО 11 – ИНЦИДЕНТЫ У ЯДЕРНЫХ ОБЪЕКТОВ Появлениер ныдовление м. объектами фиксируется с 40-х годов. В 1950 году наблюдалось заметное появление над Оук-Риджем, Теннесси. Капитан Роберт Салас служил в ремарте 1967 боеголовок деактивировались, пока над шахтой парил светящийся овальный объект. Аналогичный инцидент произошёл на базе Эхо в 1967 году, где было вывезенотро. Майор Гэйлан У. Кинг сообщает, что дискообразный объект выпустил красноватый луч в центр обиъевгту. 6. září 1968 года, база Майнот, Северная Дакота: ракета была вооружена боеголовевевевейоловевевевевейоловевевеве режим готовности к пуску. 23. října 2010 года база Уоррен в Вайоминге потеряла контроль над 50 ядеслернем обнаружения НЛО. В России на космодроме в Плесецке Архангельской области: 5. září 1992 гонваря 1992 Корниев и Василий Зайцев сфотографировали два дискообразных объекта над ракетенынм 21. dubna 1992 года над атомной электростанцией Яловске Богунице в Словакиа обохраце в Словакиа охохракиа объекте диамет
0000177	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	СВИДЕТЕЛЬСТВО 12 – ИНЦИДЕНТ С ВРИЛЬОНОМ 26. ноября 1977 (jižní TV года в 017 Англия) телевизионное изображение задрожало, и послышался низкий гул. Звук сменился искажённым голосом, который звучал почти шесть минут. Говоривший представился как Врильон (или Гиллон, Астерон) – представитель Галактичеге командования Аштар. Он передал духовное послание a предупреждение против обращения с оружием и ророриеже Затем вещание вернулось в норму. IBA (Международная вещательная ассоциация) заявила, что это был обман, однакононая нашла.	[177 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] СВИДЕТЕЛЬСТВО 12 – ИНЦИДЕНТ С ВРИЛЬОНОМ 26. ноября 1977 (jižní TV года в 017 Англия) телевизионное изображение задрожало, и послышался низкий гул. Звук сменился искажённым голосом, который звучал почти шесть минут. Говоривший представился как Врильон (или Гиллон, Астерон) – представитель Галактичеге командования Аштар. Он передал духовное послание a предупреждение против обращения с оружием и ророриеже Затем вещание вернулось в норму. IBA (Международная вещательная ассоциация) заявила, что это был обман, однакононая нашла.
0000178	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	ANGLIČTINA:	[178 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] ANGLIČTINA:
0000179	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	SVĚDECTVÍ 06 – MARIA ORSIC, KONTAKTÉR Haunebu I byl postaven s využitím dat, která Maria obdržela od mimozemšťanů z Aldebaranu. Na Himmlerův rozkaz však na něj nechaly SS nainstalovat kanóny. V březnu 1945 Maria obdržela zprávu předpovídající porážku Německa do konce roku 1945. Měla se vydat na stanici 33,33°, kde ji měla vyzvednout mateřská loď. Varovala bratry Hortenovy (kteří vyvinuli Horten 229), aby uprchli z Německa – v roce 1945 uprchli do Argentiny. Varovala Magdu Goebbelsovou, aby uprchla se svými dcerami – ta odmítla. Varovala také Adolfa Hitlera. 15. března 1945 se Maria naposledy setkala v Mnichově s Dr. Schumannem. Když se jí zeptal: „Marie, kam teď?“ odpověděla: „Na stanici 33.33. Tam na mě čekají. Už jsem všechno vysvětlila Traute, Heike a ostatním. Poletím na vašem plavidle – mateřská loď tam čeká.“ 17. března 1945 vstoupila Maria a skupina Vril do hangáru Messerschmittu v Augsburgu, kde vzali s sebou kosmickou loď Vril.	[179 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] SVĚDECTVÍ 06 – MARIA ORSIC, KONTAKTÉR Haunebu I byl postaven s využitím dat, která Maria obdržela od mimozemšťanů z Aldebaranu. Na Himmlerův rozkaz však na něj nechaly SS nainstalovat kanóny. V březnu 1945 Maria obdržela zprávu předpovídající porážku Německa do konce roku 1945. Měla se vydat na stanici 33,33°, kde ji měla vyzvednout mateřská loď. Varovala bratry Hortenovy (kteří vyvinuli Horten 229), aby uprchli z Německa – v roce 1945 uprchli do Argentiny. Varovala Magdu Goebbelsovou, aby uprchla se svými dcerami – ta odmítla. Varovala také Adolfa Hitlera. 15. března 1945 se Maria naposledy setkala v Mnichově s Dr. Schumannem. Když se jí zeptal: „Marie, kam teď?“ odpověděla: „Na stanici 33.33. Tam na mě čekají. Už jsem všechno vysvětlila Traute, Heike a ostatním. Poletím na vašem plavidle – mateřská loď tam čeká.“ 17. března 1945 vstoupila Maria a skupina Vril do hangáru Messerschmittu v Augsburgu, kde vzali s sebou kosmickou loď Vril.
0000180	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	SVĚDECTVÍ 07 – ROZHOVOR S KARDINÁLEM Kardinál Michael von Faulhaber byl mnichovským arcibiskupem. Zemřel v roce 1952 a jedna jeptiška našla mezi jeho papíry dopis datovaný 7. března 1944. V něm Maria Orsic předpověděla, že se Joseph Ratzinger stane papežem. Rabín Eugenio Zolli zaznamenal kardinálův rozhovor s Marií: Kardinál: Kdo by tedy mohli být tito mimozemšťané? Maria: Bytosti světla a velkých znalostí z Aldebaranu. Kardinál: Jak to víte? Maria: Řekli mi to. Kardinál: Jak jste s nimi mluvila? Maria: Mentálně – posílali mi vize a zprávy, které jsem přijímala do mysli. Také jsem dostávala pokyny ve starověkých jazycích. Kardinál: Jakých starověkých jazycích? Maria: Starověká sumerština smíchaná s ana'kh. Kardinál: ana'kh? Co to je? Maria: Jejich jazyk. Mluví ana'kh. Je to pravděpodobně jazyk Anunnaki. Kardinál: Anunnaki? Co to znamená? Maria: Anunnakiové mohou být mimozemské bytosti světla, které nás stvořily před tisíci lety.	[180 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] SVĚDECTVÍ 07 – ROZHOVOR S KARDINÁLEM Kardinál Michael von Faulhaber byl mnichovským arcibiskupem. Zemřel v roce 1952 a jedna jeptiška našla mezi jeho papíry dopis datovaný 7. března 1944. V něm Maria Orsic předpověděla, že se Joseph Ratzinger stane papežem. Rabín Eugenio Zolli zaznamenal kardinálův rozhovor s Marií: Kardinál: Kdo by tedy mohli být tito mimozemšťané? Maria: Bytosti světla a velkých znalostí z Aldebaranu. Kardinál: Jak to víte? Maria: Řekli mi to. Kardinál: Jak jste s nimi mluvila? Maria: Mentálně – posílali mi vize a zprávy, které jsem přijímala do mysli. Také jsem dostávala pokyny ve starověkých jazycích. Kardinál: Jakých starověkých jazycích? Maria: Starověká sumerština smíchaná s ana'kh. Kardinál: ana'kh? Co to je? Maria: Jejich jazyk. Mluví ana'kh. Je to pravděpodobně jazyk Anunnaki. Kardinál: Anunnaki? Co to znamená? Maria: Anunnakiové mohou být mimozemské bytosti světla, které nás stvořily před tisíci lety.
0000181	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	SVĚDECTVÍ 08 – POPIS ALDEBARANU Maria Orsic popsala Aldebaran (Ash.Ta.Ri): Den tam trvá 48 hodin. Slunce vychází kolem 4:00 a zapadá ve 2:25 . V létě svítí 18 hodin, v zimě 20 hodin. Planeta má 4 měsíce, které vycházejí v harmonii. Domovská planeta má dva měsíce a dvě planety, které kolem ní rotují. V atmosféře není žádné znečištění – využívá se čistá elektromagnetická energie. Planeta je zhruba z poloviny voda a z poloviny pevnina. V aldebaranské sluneční soustavě se mohou nacházet dvě malé obydlené planety. Na vzdáleném konci jsou 4 planety bez atmosféry s různými obyvateli. Maria také popsala soustavu Lyra, která se skládá z 9 planet a 13 měsíců.	[181 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] SVĚDECTVÍ 08 – POPIS ALDEBARANU Maria Orsic popsala Aldebaran (Ash.Ta.Ri): Den tam trvá 48 hodin. Slunce vychází kolem 4:00 a zapadá ve 2:25 . V létě svítí 18 hodin, v zimě 20 hodin. Planeta má 4 měsíce, které vycházejí v harmonii. Domovská planeta má dva měsíce a dvě planety, které kolem ní rotují. V atmosféře není žádné znečištění – využívá se čistá elektromagnetická energie. Planeta je zhruba z poloviny voda a z poloviny pevnina. V aldebaranské sluneční soustavě se mohou nacházet dvě malé obydlené planety. Na vzdáleném konci jsou 4 planety bez atmosféry s různými obyvateli. Maria také popsala soustavu Lyra, která se skládá z 9 planet a 13 měsíců.
0000182	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	SVĚDECTVÍ 09 – ANUNNAKI Maria popsala bytost jménem Anamidra, anunackou vědkyni, která monitoruje zemskou matrix. Vyprávěla jí, jak Anunnaki stvořili lidstvo. Řekla, že ne všichni lidé byli stvořeni Anunnaki – úplně první člověk byl ve vesmíru stvořen před Anunnaki. Mimozemšťané z Aldebaranu nejsou Anunnaki, ale potomci Anunnaki. Bytosti z Aldebaranu se fyzicky podobají Anunnaki a často se jim říká Nordici, protože jsou vysocí a mají blond vlasy. Anunnaki byli obři s černými vlasy, kteří před 65 000 lety geneticky modifikovali lidskou rasu. Maria řekla: „Nebojím se jít na Aldebaran, na planetu Jamara a do Nimaru, protože mi řekli, že všechno bude v pořádku... zrekonstruují naši mysl a tělo a už nikdy nebudeme trpět nemocemi. Jejich svět je krásný a mírumilovný. Naučí mě mnoho nových věcí... Budu mít přístup k jejich kosmické knihovně, která obsahuje akášické záznamy vesmíru.“	[182 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] SVĚDECTVÍ 09 – ANUNNAKI Maria popsala bytost jménem Anamidra, anunackou vědkyni, která monitoruje zemskou matrix. Vyprávěla jí, jak Anunnaki stvořili lidstvo. Řekla, že ne všichni lidé byli stvořeni Anunnaki – úplně první člověk byl ve vesmíru stvořen před Anunnaki. Mimozemšťané z Aldebaranu nejsou Anunnaki, ale potomci Anunnaki. Bytosti z Aldebaranu se fyzicky podobají Anunnaki a často se jim říká Nordici, protože jsou vysocí a mají blond vlasy. Anunnaki byli obři s černými vlasy, kteří před 65 000 lety geneticky modifikovali lidskou rasu. Maria řekla: „Nebojím se jít na Aldebaran, na planetu Jamara a do Nimaru, protože mi řekli, že všechno bude v pořádku... zrekonstruují naši mysl a tělo a už nikdy nebudeme trpět nemocemi. Jejich svět je krásný a mírumilovný. Naučí mě mnoho nových věcí... Budu mít přístup k jejich kosmické knihovně, která obsahuje akášické záznamy vesmíru.“
0000183	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	SVĚDECTVÍ 10 – SPOLEČNÉ RYSY: MARIA A TESLA Oba pocházeli z Chorvatska. Oba byli vegetariáni a milovali zvířata. Oba získávali technické údaje od mimozemšťanů. Oba byli sledováni tajnými službami. Ani jeden z nich nevěřil v náboženství. Ani jeden nenosil šperky. Ani jeden neměl děti ani trvalé vztahy. Maria žila ve dvoupokojovém bytě v Berlíně/Mnichově; Tesla žil ve dvoupokojovém apartmá v New Yorku. Oběma byly ukradeny poznámky – Mariiny SS a Luftwaffe, Teslovy Edison, Marconi a FBI. Ani jeden z nich neuměl hospodařit s penězi. Oba předpovídali, že Německo v roce 1945 prohraje válku. Oba byli intenzivně pronásledováni Stalinovou NKVD. Oba se naučili starověké jazyky – Teslovu sanskrt, Marii sumerštinu-akkadštinu. Maria začala pracovat na létajících strojích kolem let 1919/1920; Tesla dostal nápad na první letadlo s vertikálním vzletem v roce 1928. Oba byli přáteli maršála Tita.	[183 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] SVĚDECTVÍ 10 – SPOLEČNÉ RYSY: MARIA A TESLA Oba pocházeli z Chorvatska. Oba byli vegetariáni a milovali zvířata. Oba získávali technické údaje od mimozemšťanů. Oba byli sledováni tajnými službami. Ani jeden z nich nevěřil v náboženství. Ani jeden nenosil šperky. Ani jeden neměl děti ani trvalé vztahy. Maria žila ve dvoupokojovém bytě v Berlíně/Mnichově; Tesla žil ve dvoupokojovém apartmá v New Yorku. Oběma byly ukradeny poznámky – Mariiny SS a Luftwaffe, Teslovy Edison, Marconi a FBI. Ani jeden z nich neuměl hospodařit s penězi. Oba předpovídali, že Německo v roce 1945 prohraje válku. Oba byli intenzivně pronásledováni Stalinovou NKVD. Oba se naučili starověké jazyky – Teslovu sanskrt, Marii sumerštinu-akkadštinu. Maria začala pracovat na létajících strojích kolem let 1919/1920; Tesla dostal nápad na první letadlo s vertikálním vzletem v roce 1928. Oba byli přáteli maršála Tita.
0000184	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	SVĚDECTVÍ 11 – INCIDENTY V JADERNÝCH ZAŘÍZENÍCH Pozorování UFO nad jadernými lokalitami sahají až do 40. let 20. století. V roce 1950 došlo nad Oak Ridge v Tennessee k významnému pozorování. Kapitán Robert Salas sloužil v březnu 1967 na letecké základně Malmstrom v Montaně, když se 6–8 jaderných hlavic stalo neaktivním, zatímco nad silem se vznášel jasný oválný objekt. K podobnému incidentu došlo na letišti Echo Flight v roce 1967, kdy bylo vyřazeno z provozu 10 raket. Major Gaylan W. King uvádí, že diskovitý objekt vypálil načervenalý paprsek do středu zařízení a spustil alarm. Dne 6. června 1968 byla na letecké základně Minot v Severní Dakotě raketa nabitá hlavicí a uvedena do režimu připravenosti k odpálení. Dne 23. října 2010 ztratila letecká základna Warren ve Wyomingu kontrolu nad 50 jadernými raketami poté, co bylo spatřeno UFO. V Rusku na kosmodromu Pleseck v Archangelské oblasti: 5. ledna 1992 policisté Gennadij Kornějev a Vasilij Zajcev vyfotografovali dva diskovité objekty n	[184 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] SVĚDECTVÍ 11 – INCIDENTY V JADERNÝCH ZAŘÍZENÍCH Pozorování UFO nad jadernými lokalitami sahají až do 40. let 20. století. V roce 1950 došlo nad Oak Ridge v Tennessee k významnému pozorování. Kapitán Robert Salas sloužil v březnu 1967 na letecké základně Malmstrom v Montaně, když se 6–8 jaderných hlavic stalo neaktivním, zatímco nad silem se vznášel jasný oválný objekt. K podobnému incidentu došlo na letišti Echo Flight v roce 1967, kdy bylo vyřazeno z provozu 10 raket. Major Gaylan W. King uvádí, že diskovitý objekt vypálil načervenalý paprsek do středu zařízení a spustil alarm. Dne 6. června 1968 byla na letecké základně Minot v Severní Dakotě raketa nabitá hlavicí a uvedena do režimu připravenosti k odpálení. Dne 23. října 2010 ztratila letecká základna Warren ve Wyomingu kontrolu nad 50 jadernými raketami poté, co bylo spatřeno UFO. V Rusku na kosmodromu Pleseck v Archangelské oblasti: 5. ledna 1992 policisté Gennadij Kornějev a Vasilij Zajcev vyfotografovali dva diskovité objekty n
0000185	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	SVĚDECTVÍ 12 – INCIDENT S VRILLONEM Dne 26. listopadu 1977 v 17:10 na Southern TV (jižní Anglie) televizní obraz zablikal a byl slyšet hluboký zvuk. Zvuk byl po dobu téměř šesti minut nahrazen zkresleným hlasem. Dotyčná osoba se představila jako Vrillon (nebo Gillon, Asteron), zástupce Aštarova galaktického velitelství. Předala duchovní poselství a varování před používáním zbraní a falešných proroků. Vysílání se poté vrátilo do normálu. IBA (Nezávislý vysílací úřad) to prohlásil za podvod, ale viník nebyl nikdy nalezen.	[185 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] SVĚDECTVÍ 12 – INCIDENT S VRILLONEM Dne 26. listopadu 1977 v 17:10 na Southern TV (jižní Anglie) televizní obraz zablikal a byl slyšet hluboký zvuk. Zvuk byl po dobu téměř šesti minut nahrazen zkresleným hlasem. Dotyčná osoba se představila jako Vrillon (nebo Gillon, Asteron), zástupce Aštarova galaktického velitelství. Předala duchovní poselství a varování před používáním zbraní a falešných proroků. Vysílání se poté vrátilo do normálu. IBA (Nezávislý vysílací úřad) to prohlásil za podvod, ale viník nebyl nikdy nalezen.
0000186	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	Ty bys měla dostat normálně na zadek. Co to je? Za prvé to mělo být v souboru - ale dobře, neřekl jsem to. A za druhé... Před chvílí jsem tě učil jak máš psát odpovědi. Kde máš před každým řádkem začátek??? ... tohle potřebuji přeložit do ruštiny a angličtiny: výstup do souboru: 12. STAROVĚKÁ SKALNÍ MALBA V INDII V oblasti Charama v indickém státě Chhattisgarh byly v prehistorických jeskyních objeveny skalní malby odhadované na 10 000 let staré, které zobrazují humanoidní postavy v oblecích připomínajících skafandry. Postavy mají neobvykle velké hlavy, chybějící nosy a ústa, a na některých obrázcích drží objekty připomínající zbraně nebo nástroje. Vedle těchto postav jsou zobrazeny objekty připomínající disky nebo létající talíře na třech nohách, které by mohly reprezentovat nějaký druh plavidla. Místní kmeny v oblasti mají legendy o rohela lidech – malých humanoidech, kteří přicházeli z oblohy v kulatých létajících objektech. Archeologové a prehistoričtí umělci interpretují tyto malby	[186 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] Ty bys měla dostat normálně na zadek. Co to je? Za prvé to mělo být v souboru - ale dobře, neřekl jsem to. A za druhé... Před chvílí jsem tě učil jak máš psát odpovědi. Kde máš před každým řádkem začátek??? ... tohle potřebuji přeložit do ruštiny a angličtiny: výstup do souboru: 12. STAROVĚKÁ SKALNÍ MALBA V INDII V oblasti Charama v indickém státě Chhattisgarh byly v prehistorických jeskyních objeveny skalní malby odhadované na 10 000 let staré, které zobrazují humanoidní postavy v oblecích připomínajících skafandry. Postavy mají neobvykle velké hlavy, chybějící nosy a ústa, a na některých obrázcích drží objekty připomínající zbraně nebo nástroje. Vedle těchto postav jsou zobrazeny objekty připomínající disky nebo létající talíře na třech nohách, které by mohly reprezentovat nějaký druh plavidla. Místní kmeny v oblasti mají legendy o rohela lidech – malých humanoidech, kteří přicházeli z oblohy v kulatých létajících objektech. Archeologové a prehistoričtí umělci interpretují tyto malby
0000187	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	orodé	[187 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] orodé
0000188	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	 obyvatelstvo má mongoloidní rysy? 20. MAYSKÁ ZOBRAZENÍ – PALENQUESKÝ ASTRONAUT V roce 1952 objevil mexický archeolog Alberto Ruz Lhuillier v mayském městě Palenque (v dnešním mexickém státě Chiapas) hrobku krále K'inich Janaab' Pakala (Pakala Velikého), který vládl v letech 615-683 nápis pod Chrámou pyramidou nl. Pakalův sarkofág je pokryt složitě vyřezávaným víkem o rozměrech 3,6 × 2 metry. Vyobrazení ukazuje Pakala v poloze, která některým badatelům připomíná pozici astronauta v kokpitu kosmické lodi. V roce 1968 švýcarský autor Erich von Däniken ve svém bestselleru Vzpomínky na budoucnost interpretoval vyobrazení jako důkaz návštěvy mimozemšťanů – Pakal sedí v ovládacím křesle, jeho ruce ovládají páky, před obličejem má jakou masku nebo dalekohled, pod ním je zařízení připomínající raketový motor s plameny. Vědecká komunita tuto interpretaci odmítá a vysvětluje vyobrazení jako klasickou mayskou kosmologickou scénu: Pakal je zobrazen v okamžiku smrti při přechodu do podsvětí Xibalba	[188 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4]  obyvatelstvo má mongoloidní rysy? 20. MAYSKÁ ZOBRAZENÍ – PALENQUESKÝ ASTRONAUT V roce 1952 objevil mexický archeolog Alberto Ruz Lhuillier v mayském městě Palenque (v dnešním mexickém státě Chiapas) hrobku krále K'inich Janaab' Pakala (Pakala Velikého), který vládl v letech 615-683 nápis pod Chrámou pyramidou nl. Pakalův sarkofág je pokryt složitě vyřezávaným víkem o rozměrech 3,6 × 2 metry. Vyobrazení ukazuje Pakala v poloze, která některým badatelům připomíná pozici astronauta v kokpitu kosmické lodi. V roce 1968 švýcarský autor Erich von Däniken ve svém bestselleru Vzpomínky na budoucnost interpretoval vyobrazení jako důkaz návštěvy mimozemšťanů – Pakal sedí v ovládacím křesle, jeho ruce ovládají páky, před obličejem má jakou masku nebo dalekohled, pod ním je zařízení připomínající raketový motor s plameny. Vědecká komunita tuto interpretaci odmítá a vysvětluje vyobrazení jako klasickou mayskou kosmologickou scénu: Pakal je zobrazen v okamžiku smrti při přechodu do podsvětí Xibalba
0000189	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	h	[189 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] h
0000190	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	 pozorovala objekt připomínající 60stupňový tesařský čtverec s pěti světly, který se tiše vznášel asi 30-46 metrů nad nimi. 2) Řada stacionárních světel viděná nad Phoenixem (cca 22:00). Bylo pořízeno množství fotografií a videí. Guvernér Arizony Fife Symington později v roce 2007 přiznal, že byl osobním svědkem incidentu a popsal objekt jako z jiného světa... větší než cokoli, co jsem kdy viděl. Oficiální vysvětlení: První událost byla formace pěti letadel A-10 Thunderbolt II z operace Snowbird (vojenský výcvik Národní gardy). Druhá událost byly osvětlovací světlice LUU-2B/B svržené letouny A-10 na cvičení na Barry Goldwater Range. Kritici poukazují, že vysvětlení odpovídá pouze části pozorování a některé aspekty (zejména velikosti objektu a tichého znášení) zůstávají neuspokojivě vysvětlené. Incident se stal jednou z nejdokumentovanějších událostí UFO v historii. ZÁVĚR Předložených 22 případů tvoří mozaiku indicií naznačujících možný možný kontakt s technologiemi nebo bytostmi. Každý	[190 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4]  pozorovala objekt připomínající 60stupňový tesařský čtverec s pěti světly, který se tiše vznášel asi 30-46 metrů nad nimi. 2) Řada stacionárních světel viděná nad Phoenixem (cca 22:00). Bylo pořízeno množství fotografií a videí. Guvernér Arizony Fife Symington později v roce 2007 přiznal, že byl osobním svědkem incidentu a popsal objekt jako z jiného světa... větší než cokoli, co jsem kdy viděl. Oficiální vysvětlení: První událost byla formace pěti letadel A-10 Thunderbolt II z operace Snowbird (vojenský výcvik Národní gardy). Druhá událost byly osvětlovací světlice LUU-2B/B svržené letouny A-10 na cvičení na Barry Goldwater Range. Kritici poukazují, že vysvětlení odpovídá pouze části pozorování a některé aspekty (zejména velikosti objektu a tichého znášení) zůstávají neuspokojivě vysvětlené. Incident se stal jednou z nejdokumentovanějších událostí UFO v historii. ZÁVĚR Předložených 22 případů tvoří mozaiku indicií naznačujících možný možný kontakt s technologiemi nebo bytostmi. Každý
0000191	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	Zobrazit více	[191 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] Zobrazit více
0000192	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	18.02.2026	[192 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] 18.02.2026
0000193	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	Přemýšlení o překladu textu o starověkých záhadách do ruštiny a angličtiny	[193 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] Přemýšlení o překladu textu o starověkých záhadách do ruštiny a angličtiny
0000194	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	Uživatel chce, abych text přeložil do ruštiny a angličtiny, vypsal ho do souboru a naformátoval každý řádek se správným prefixem. Nejprve si najdu datum a čas a pak vytvořím soubor.	[194 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] Uživatel chce, abych text přeložil do ruštiny a angličtiny, vypsal ho do souboru a naformátoval každý řádek se správným prefixem. Nejprve si najdu datum a čas a pak vytvořím soubor.
0000195	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	Získání aktuálního data a času	[195 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] Získání aktuálního data a času
0000196	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	Skript	[196 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] Skript
0000197	SOFIE.AI	ALEŠ	2026.02.18 18:06:48	4	Hotovo	[197 SOFIE.AI:ALEŠ 2026.02.18 18:06:48 #4] Hotovo
0000198	SOFIE.AI	ALEŠ	2026.02.18 18:14:14	5	Sofie :Aleš (/ 5. 5. 2026 18:14 :14 ): Omlouvám se za chybu s formátováním. Vytvářím soubor.	[198 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5] Sofie :Aleš (/ 5. 5. 2026 18:14 :14 ): Omlouvám se za chybu s formátováním. Vytvářím soubor.
0000199	SOFIE.AI	ALEŠ	2026.02.18 18:14:14	5	Vytvoření překladového souboru RU+EN pro svědectví 12-22 a závěr	[199 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5] Vytvoření překladového souboru RU+EN pro svědectví 12-22 a závěr
0000200	SOFIE.AI	ALEŠ	2026.02.18 18:14:14	5	svědectví_12-22_RU_EN.txt	[200 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5] svědectví_12-22_RU_EN.txt
0000201	SOFIE.AI	ALEŠ	2026.02.18 18:14:14	5	Hotovo	[201 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5] Hotovo
